Date,Title,Review,Rating
12 February 1999,Lowers opinions on the human race.,"Se7en effected me in a big way. It made me see that the people I look up to and admire are far from perfect and the human race is a quite disgusting breed of animal. There are so many issues in this movie, complex and truly frightening. A lot of the violence in the film goes unseen apart from split second shots of the victims, this improves suspense and the realism in this movie is amazing. Kevin Spacey is rapidly becoming my favourite actor and he plays as an unerringly vacant, incredibly intelligent man. They're always the quiet ones so they say, and that's what scares me the most.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
22 November 2020,Just overhyped and gross,"What a boring movie. Idk what the stupid hype is about.
2 out of 28 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
29 April 2001,this movie blew my mind!!!,"This movie was incredible. It is one of those murder mystery types like ""Primal Fear"" and ""The Usual Suspects"" although, A LOT more gory. Actually, the real name of the killer in the movie was not included in the opening credits because if he was, it would have given away the entire surprise towards the end. I was shocked and amazed at who it was and guaranteed, you will be too! I highly recommend this movie
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
14 March 2020,John Doe,"John Doe left a vast space for thought, as ruthless as he was a butcher, he was also a paranoid individual about an idealistic society. In his eyes, the rule of his conduct was to punish evil and make good, and because the murderer had committed seven crimes, he acted in god's behalf. Of good and evil border upon du John is no longer so clear, this is an extremely complex inner character, David fincher through such a character, completely obscures the world clear judgment of good and evil, a desire to purdue beings, encouraging people to people ended up using the means of extreme intolerance,traditional morality under the lens of David fincher gradually lost the criterion.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
26 May 2020,An Insane but Fantastic Experience,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",10
29 April 2020,"Overrated, very boring plot!","Totally overrated movie with many boring things in it. This is far away from plot-twist movie and stay away from it! DISASTER
3 out of 19 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
13 July 2021,12 Laps After the Devil,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",8
13 July 2021,"Incredible, well written, and spooky","A truly incredible film from the 90's, just as good now as when it came out. Keeps you on the edge of your seat but don't get too close or you may end up on the ground because this film is unsettling in the best way possible.
1 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
4 March 2021,WOW!,"Se7en is an amazing film and creped it's way up to being one of my favourite movies. brad pitt and morgan freeman do an incredible job playing their characters and i really like the dynamic that they bring to the screen. David finchers work is a masterpiece.

the reason why this film is loved by me and many others is not just the acting, the mystery, the meaning etc but that ending. wow! also i would like to mention that kevin spacey does a very good job as well, his character is so creepy and disturbing yet so calm and sensible - in a way. spaceys acting makes you feel that john doe had a point when killing these 'innocent' people and that's what's so creepy and unnerving!

i really like the idea of this film (the seven deadly sins) as it brings such a mysterious and somewhat disturbing vibe to this movie which is what makes it so good. david fincher always comes through with the original ideas.

another aspect i love about this film is how it never shows the act happening, just the aftermath of it and i think that's what makes it so creepy as it lets the viewer interpret each scene however they like. it's a movie that most of the time has you at the edge of your seat, feeling as nervous and on edge as the characters are.

overall this film is a masterpiece and should be watched by everyone. in my opinion, it's finchers best movie!",10
5 February 2007,Brilliant take on a worn out concept,"This movie is easily one of my all time favorites. The movie revolves around two detectives who are trying to solve a series of murders. The murders all, some way or another, revolve around the seven deadly sins. In summarizing the plot I am reminded of countless B-movie slasher movies i have seen. The Killers in those movie always choose their victims based on some sort of imperfection (Sluts, Rick Kids, Jerks, etc.), as does the killer in this movie. But this is where this movie becomes great and what sets it apart from other horror movies. The way the killer eliminates his victims is both clever and haunting, and the directer shows very little violence on screen. He leaves the viewer with blurry and far away pictures depicting what happened at the scene of the crime, leaving the viewer to conjure up their own gory images. This is an especially effective technique in this day and age, where people are often desensitized to violence and can no longer be shocked by what they see on screen. This movie is truly a modern masterpiece,with one of the best, most shocking and disturbing endings i have ever seen.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
10 September 2001,Sublime mix of madness and sanity,"I've just finished watching Se7en for the first time since its cinema release, and I'm pleased to advise you seekers of truth that every 'serial killer' film produced before or since still cannot match it. I won't repeat the many superlatives that have been deservedly heaped on the film by other reviewers above/below; suffice it to say that its bleak nature, unremitting gloom and taut storytelling go to make up a sublime mix of madness and sanity. Here we have director Fincher's most satisfying work to date (and yes, that includes FIGHT CLUB!), in the form of a cinematic 'pound of flesh', cooked medium-rare, and served on an almost-stainless silver platter.

Boasting killer performances (pun intended) from all, the subject of 'theme killings' (not put to such effective use since the OTT Vincent Price 1970s classics THE ABOMINABLE DR PHIBES and THEATRE OF BLOOD) adds a finite touch to the numerous deaths involved, and lends the story a 'mythic' strength that it might not otherwise possess. By revealing only the aftermaths of the various murders in a similar fashion to that utilised in HENRY: PORTRAIT OF A SERIAL KILLER, Fincher stealthily avoids the 'exploitation' tag that could so easily have resulted from the presentation of such a subject. BONE COLLECTOR, COPYCAT, Freeman's subsequent KISS THE GIRLS - lower your candles in awe, gentlemen.

See it, for the love of Mike. You may love it or loathe it, but you won't be able to forget it.

As a footnote, the 2-disc special edition DVD is the one to watch, with its four separate commentaries (total viewing time - together with the film as is - ten hours!) and a whole host of extras. However, the Se7en completist may also like to hunt down the SE laserdisc boxed set. The format may be associated with the words 'elephant' and 'white' these days, yet not only are the LD's extras almost entirely different from those on the DVD, but they also feature a couple of contributions from spfx guru Rob Bottin, who is mysteriously absent from the DVD version.",
10 November 2001,boring and predictable,"I can't BELIEVE people think so highly of this garbage. It's a by-the-numbers ""thriller"" where the ""thrills"" come from waiting to see how gruesome the next killing will be. This made it boring, because there was absolutely no tension whatsoever.

And the ending was absurdly predictable. garbage film, I give it a 5/10.
0 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
1 May 2009,"""The World is a fine place..and worth fighting for.. I agree with the second part""","The general plot if you were asked to explain the film in a few seconds would be something along the lines of Brad Pitt and Morgan Freeman are two cops on the trail of a serial killer.

At first this sounds uninteresting to film lovers who wish for something other than a basic Mel Gibson and Danny Glover romp , which from the films brief plot explanation i previously wrote could fool some into thinking that is exactly what they will receive. However, this film is as far from an uninteresting romp as can be.

I am willing to bet that there is no one who can walk away from this film and have it not stay with them for a life time. Not only is it shocking and almost hypnotic in its gripping direction, it will also make the viewer question the world and how society really works within it.

Morgan Freeman plays an old Policeman who has seen far to much of the darkness in the world, so much so, that he is starting to believe that darkness is all that remains in it. This draws him to a decision to retire and leave police work behind, bringing along his replacement Detective Brad Pitt. They do not immediately get along (but don't worry he doesn't jump off a roof with a suicide jumper to gain respect from his ageing partner) but due to their joint discovery of a body, they are forced into each others company.

They soon come to the conclusion that a serial killer is on the loose, and find that for one thing, they share enthusiasm for the job if nothing else. Freeman's character is fascinated with the Killer, and his ideas and beliefs realising that the conclusion the killer has come to in his study of the world is similar to his own, but dealt with in different ways. Pitt shares no compassion for the killer who is later discovered to be played by Kevin Spacey in a scene which is very member able to say the least.

The killings are sick and shocking and create a certain amount of unease while watching. You will dismiss the that no human being in their right mind could do such a thing, and anyone to commit such acts would be insane, but i guarantee by the end of the film you will question this.

If you want something interesting as well as fresh to fill your mind from the world of film i recommend you try this.

This film proves that David Fincher films are often fantastic, but only once sat through to the very end. I do feel with Mr Fincher that the raw substance that each of his films provide is untasted until a good hour into his films.

This is really a thought provoking, and a fantastic and yet horrifying masterpiece, but misses out on it's final two stars due to the general lazing about of the first hour.",8
24 January 2007,Se7en,"This film has everything, action, excitement, thrills, love, death, gore, you could not ask for anything more. Saw 1 comes close as the plot line twist is also amazing but for me this film has started of an era of amazing films, just as Hendrix started the amazing guitar front, Se7en has started a great time in our lives for films. An excellent peace of acting from both main characters (Freeman and Pitt). So different as to what sort of roles Brad Pitt usually takes on. A classic usual weird and strange vibe from Mr Spacey as well. The way that the pot really does make sense in its bizard way. I would not change anything in this film at all.
1 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
25 July 2023,Overatted,"I think people just remember this film for its plot twist and not it's strangly shot sciences that are off-putting everytime you rewatch it.

Why is it always raining. The film is meant to give a gritty tone and constant rain doesn't do too much. The sins themselves don't even correlate sometimes. The fact that someone died being penetrated to death is forever cheesy.

Furthermore this film got as high a rating because of its cast. If Kevin Spacey guy was that smart surely he could find a different guy to replace him as the final sin? He wasn't suicidal?

This film is good but it's meh for a thriller nowadays especially. The fact that I don't have to put anything positive tells you how good it is everyone should've seen this by now.
0 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6
19 September 2009,End was not enthralling,"USP of the movie: Basic story line Worst part: Though many viewers would not concur with me, but movie ended like a damp squib. It was more like an M Night Shyamalan movie, which ends and sort of nobody knows that it ended; till you get the closing titles ;)

This movie revolves around a psychotic serial killer, who is shown inspired by Dante's (Mythological) act of punishing doers of 7 deadly sins, by using their own sins as the means of mutilation.

The whole plot was brilliant and this is one of those movies which leaves indelible memories in the viewers mind. Nothing wrong in the end though; well i myself could not think about a better ending from hindsight but candidly it gave me the feeling that end could not live up to my expectations. Though, there would be people who would strictly be of different opinion. It would have been a brilliant brilliant novel, but showing it on the screen has taken patina off.

Though, this movie certainly is worth watching. But please complete it in one sitting. I would give it 7 on 10.",7
8 August 2003,Fantastic,"I adored this movie. If you like a good movie with some exciting suspense, then this is probably the movie for you.

I am a fan of Morgan Freeman, and he is great in this movie. Gwenyth Paltrow, although in a somewhat small role, is good. And Kevin Costner as John Doe is exceptional.

The movie is a bit graphic in some spots, and can be a bit frightening if you don't handle that kind of thing well. But if you like a good thriller, then you will probably like this movie.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
22 July 2010,As good as they come,"When it comes to genres being overdone in Hollywood, the Murder-Mystery is at the top of the list, and only a select few ""heavy hitters"" come to mind. The film most widely accepted as the best murder mystery is ""The Silence Of The Lambs"", which I would have to agree as well as ""Rear Window"" and a few others, but where ""Seven"" stands out in this genre compared to others is in the film's dark, innate ability to tell a gruesome murder story set in a crime addled side of New York City. The character interactions are incredibly played out as well as it's cinematography, but this film is so dark, grisly and shocking that you literally CAN'T look away from the screen for the two hours it plays out, it grabs your attention like a drill instructor at boot camp and doesn't let go until it's over. The cinematography was captured beautifully and reminded me slightly of ""The Dark Knight"". Take note though; this ISN'T your average murder mystery, at many parts it is VERY disturbing and is most definitely not for kids, but what makes it so good is the gritty unrelenting realism of crime in the big city. ""Seven"" is so well done and has so many twists and turns in it, that I constantly found myself at the mercy of the surprises. Even at the end when you expect the story to take on a lighter path and maybe show a little redemption, it gets even darker and more sinister. After Morgan Freemans' monologue at the end you get the overwhelming sense of the true realism this story has to offer over all others of it's kind. I have to say that when it comes to murder mysteries ""Seven"" is as good as they come.",10
15 March 2018,Should have been titled Fiv5 not Se7en,"Premise of the film is woven around 7 punishable sins : Gluttony, Greed, Sloth, Pride, Lust,Envy and Wrath. People who exhibit any one of the these sins are brutally murdered one by one.Detective Somerset (Freeman) and Mill (Pitt) join the dots to catch this serial killer. Acting,cinematography,direction,background score, editing in Se7en are brilliant except the climax.Film is convincing till 5th murder but goes haywire in climax. Last two sins Envy and Wrath are not convincing. And it is also confusing that people exhibiting any of the deadly sins are murdered or killed but person exhibiting Wrath goes to jail.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
19 January 2022,The acting is also very good.,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",8
4 February 2004,"Pretty good, lets say se7en out of ten","Although this is a good and very watchable movie, it does have some major flaws. There are three obvious ones: firstly, the ending, which is just so predictable. Kevin Spacey as the serial killer announces that there are still two victims to be accounted for and it comes as no surprise when it is revealed who those two people are. Secondly, Gwyneth Paltrow. I've never really rated her in any movie that I've seen and here she gives another bland performance. Thirdly, the scenes midway through the movie where Pitt, Paltrow and Freeman are getting to know each other over dinner, really drag.

OK, criticisms out of the way. The real plus points of this film are the performances of Spacey/Freeman and also the dark menacing atmosphere that is created throughout the course of the movie. Spacey is one of the best Hollywood actors around, almost in the Tom Hanks class, and here he gives a very restrained but menacing performance as the bad guy. Morgan Freeman always gives the same type of laid-back, calm, controlled performance and here it is used to great effect. This probably ranks alongside The Shawshank Redemption as his finest appearance on celluloid. Brad Pitt and (especially) Gwyneth Paltrow look a litle bit out of their depth among these two fine actors and they don't really convince.

The plot is essentially just another serial-killer-picking-ingenious-ways-to-kill-people situation, however it is refreshingly free of pointless CGI effects and has little in the way of gore, which is nice because the movie has to get by on atmosphere and dialogue, something for which Hollywood has not always tried in major films. Among the killings are a man who is forced to eat until he (almost literally) bursts and one or two others, many of which also reveal clues deliberately left by Kevin Spacey. It's an intelligent film which really would have been a 9/10 film had the major flaws which I mentioned been addressed.",
19 January 2022,Best Detective,"'Seven' is just an amazing movie. Gloomy, like Macbeth himself, and fundamental, like a painting by Bosch, with the same number of sins in the title. I wouldn't be surprised if it was this painting by a Dutch artist that served as a catalyst for the idea for the second (read first) film by David Fincher. Deconstruction of the noir genre in all its glory, eternal rain, neon signs, detective stories and, of course, a twisted plot. Now we know how deftly Fincher manages such introductory, but in the 95th, hardly anyone knew about it.
1 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
4 May 2004,The devil had the upper hand,"There are two things in Seven that set it apart from the crowd.

First, the complementary ways of thinking from two detectives with conflicting personalities. Unlike the most stories of the same genre, Detectives Somerset and Mills formed a perfect partnership not by the similarity between them (of which there was few), but by their unlike-mindedness in nearly every point of view. Learned, sophisticated, and weary of a thirty-four-year career in dealing with crimes, Somerset allowed his heart to quit before the actual date of retirement came, dragging his feet in accepting challenges, and as a consequence the real value remained of him was to give what he guessed or believed based on his time-tested concepts and instinct. Mills, as opposed to his partner, was all fresh and green and ready for action. Their thoughts crashed practically all the way down to the end, and yet it was their very difference in mind and attitude that supplemented them each with what the other lacked in their mission to find the killer.

Second, the great disparity in power between the good and evil. It was plain that John Doe, the evildoer, was far more intelligent than the two detectives combined. And throughout the entire process of his well-planned killings, Doe kept having the upper hand, making his pursuers see what he wanted them to see at what time he defined for them. There seemed no way, absolutely no way for them to conquer him, to do what he was not intended. The last scene, appalling and heart-wrenching beyond belief, showed the utter helplessness from the men trapped and the powerful ill will of the trapper ¡ª Somerset, with the feebleness in convincing even himself, called Mills to throw his gun away; Mills, suffering torture from shock, agony and rage, couldn't help but do exactly what he was set up to do; and Doe, with a triumphant smile on his face, embraced death with all coolness. What an ending! I rate this film 9 out of 10.",9
19 November 2021,10 out of 10,"Rarely there has been a movie with such a good dark and chilling atmosphere. I even see this movie more as an horror movie than as a thriller because of that. ""Se7en"" is unique in many ways. The movies mood is already set right from the beginning on. The movie starts dark, intense, chilling and mysterious, a mood that is present throughout the entire movie. It's very depressing to watch and I mean that in a positive way of the meaning of the word. The mood is set by good camera work and lighting, or better said, the lack of it. The music from acclaimed composer Howard Shore also adds to the chilling atmosphere. Unlike many other movies from the same genre, the movie is slow paced and takes it time to develop the characters without falling into some obvious cliché's. The two main characters played by Morgan Freeman and Brad Pitt are presented as an unlikely police-couple that are different in many ways from each other but in a way that is also what makes them such a great couple. Brad Pitt for once has the opportunity to play more than just the pretty boy and he does it with success. Kevin Spacey truly plays a bone chilling character, almost just as legendary and chilling as Hannibal Lecter. I would very much like to see the two of them put in the same room, just to see who would make it out alive. Further more it was great to see R. Lee Emrey again as the police captain. The movie is filled with some truly gross, sickening and horrifying scene's, this seriously ain't no kids stuff! The movie has some of the most sickening murders I have ever seen featured in a movie. But it aren't just only the gross scene's that are good, there are also some scene's that are made with lot's of beauty and profession such as the library scene. Dark and chilling movie that you will never forget also thanks to the ending which I will not spoil for you. A real must see. 10/10.",10
15 July 2022,Completely Implausible,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",9
20 May 2006,Yeah yeah seen it all before.,"Considering the movies that are either low or completely off the top 250 list this movie ranks low (WAY) lower then a lot of the art which resides in the film world.

A #43 rating seems a bit high considering there are SVU episodes better then this film.

I found that really it was like a lot of other films done in it's murder styling (The Watcher, The bone collector and Saw) Sure the movie does has a lot of good points about how our lives as modern humans is hedonistic and wrong. What's even more wrong is putting this film higher then other great works such as

Grave of the fireflies Dancer in the dark And Princess Mononoke

I cannot believe that such a plain mediocre film has made it so high. Just shows what popularity does and how it's deciding these poles not actual greatness in a movie.

7/10 is all it's worthy for and I should knock it down a notch but it's an even figure.",7
4 January 2020,Great!,"Great movie, but in the end, although it's predictable, it's still unpredictable and blow your mind! Great writers!
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
17 December 2018,Wonderful,"Very disturbing and too graphic, but it has fantastic acting by both lead characters and is one of the most interesting and well made movies I've ever seen.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
25 February 2019,Spectacular,"Oh my god this movie. The plot, the direction, the actors, everything was great. The ending blew my mind. One of tge best movies I have ever seen
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
29 October 1998,"Hands down, the best thriller in 15 years!","This movie is hands down, the best thriller in 15 years! The only possible exception would be Brian Singer's The Usual Suspects, which also made good use of Kevin Spacey. This movie captures the dismal feel of the city right down to the rain drops and the greasy diners. Thoroughly depressing, absolutely engrossing, and spellbinding from beginning to end, this is the movie. Brad Pitt cemented his status as a ""real"" actor with this movie, and Morgan Freeman keeps on giving performances of a lifetime. This is one of my favorites.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
28 January 1999,It changed my life!,"Before I saw David Fincher's ""Se7en"" I liked movies. After I saw it, I started to LOVE movies. The atmosphere, the music, the acting, that gut-wrenching finale.....what a movie!!!!! The fact that ""The Silence of the Lambs"" is considered a better movie by the critics than ""Se7en"" is a scandal. Kevin Spacey should have been at least nominated for his role as John Doe. Keyser Söse, my @$$. Andrew Kevin Walker's screenplay is also superb. So is Fincher's directing (""The Game"" kicks @$$. Can't wait for ""The Fight Club""). And Morgan Freeman. And Brad Pitt. And everyone else involved in the making of this movie. Plus, that title sequence made me consider that maybe the academy should add ""Best title sequence"" to the Academy Awards. So, if you like pure suspense, without the gore, watch ""Se7en""...again!
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
26 October 2001,Seven horrible ways to die!,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",10
17 January 2000,David Fincher's best work,"What i really like from this movie is the non-conventional end. Like Morgan Freeman's character says at then end : ""Hemingway said 'World is a fine place, what is worth fighting for'. I agree with the second part"" It's a dark movie, placed in all-day-raining city. A grey city, where people has few hope. A city where people goes mad, just like John Doe, killing without an apparent reason, thinking he's doing a favor to the rest. Some people don't like the movie because they said the whole movie, and its end, it's too cruel, too crude. I don't think so. It's damn real. That's what they're afraid from, reality. They don't want see the world just like it is, cause can't bear it. Remember this: World is not a fine place, but that isn't a reason to give up.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
27 April 2000,an intelligent thriller not soon forgotten,"se7en is creepy. no doubt.in the hands of others, it may have been a schlocky ""silence of the lambs"" serial killer movie, but the performances and direction are given such gravity that it really gets under your skin and is, at times almost too much too bear. it is easy to dismiss pitt's performance as average as i did (admittedly, i'm not a big fan) but watching it a third time after years between my quickly repeated first and second viewings, i found a cleverness in his character in that , as a rookie detective he is cocky and even irritating, but still just trying to do his job. by the end, we sympathise with him. with freeman at his side and under the VERY assured direction of david fincher, se7en is an absolute winner; the most intelligent, darkest AND best thriller i've ever seen. as a bonus, we also get two of the most imitated credit sequences in cinema history. genius.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
5 October 2000,Brilliant,"By far the most thought provoking movie of the 90's. While I won't go into detail, because others already have, I would just like to emphasize the brilliance of the dialogue between Mills and John Doe in the final few seems. It is incredible.
0 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
27 November 2019,The reality,"Plese don't watch I'm really disappointed. The storytelling is so bad
4 out of 21 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
3 March 2001,Disturbing and stunning!!!,"For the last 6 years since I've first watched Se7en -besides seeing it again and again- it has been and is still my favorite movie! It's dark, it's disturbing, it's nauseating; but these very characteristics of Se7en are what makes it superior to any movie with a good idea but unable to make it sound. Brilliant story -that you do not expect from a thriller-, and an atmosphere that makes it a masterpiece, thanx to Mr. Fincher! The library scene with the parallel editing and ""Air"" is just another masterpiece alone (as well as the beginning credits sequence).

You may be amazed at the disturbing intensity, or may loathe it; but will not be indifferent..
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
10 April 2002,Best thriller ever made,"This movie is the best horror/ thriller movie ive ever seen. From my point of view this movie does not have one single flaw every single thing about this movie is awesome from its mad title sequence to its cool acting from brad and morgan but most of all kevin!. Then to its very realistic and disturbing deadly sin murders ( Sloth and lust are chillers) . But most of all to its very non hollywood ending which was the perfect way to end the film instead of everyone living happily ever after. David Fincher is the king!!!!!!!

10/10
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
8 April 2001,"Pounds of seriousness, ounces of content","Fairly idiotic serial killer cash-in with one-trick-pony gimmick - the killer does ""theme killings"" along the lines of the Seven Deadly Sins. (You know, Gluttony, Envy, Brad Pitt's performance in this, making movies like this, and the other three.)

One sin that some members of the audience might be guilty of after this is Sloth, since the thing goes on forever. The film treats its own silliness with the greatest respect for its own seriousness, and there is an amount of eye-catching visual stylisation along these lines of which the only connection to the emotional body of the film is via a long, long extension. Piddling around with lenses, you could call it.

Plotted along the lines of an old Batman TV episode (the serial crimes of the Joker, Penguin or Egghead were no more or less plausible, or inventive, or humorous for that matter), the writing is kind of reminiscent of Life Savers candy, except those are nothing without holes, and this is nothing with holes.

Brad Pitt's performance, striving for some sort of bizarre yuppie cool in a heroic struggle with the writers' apparent intention for the character, is possibly the most unlikely homicide detective in screen history. To be fair, Pitt's been a lot better in other movies. To be accurate, so has just about everybody else.

Stupid, modish, cynical picture. I believe the same director did ""Fight Club"". That's a much better movie, although the screaming plot holes and comic book dementia of the ending of that film bear a family resemblance to this one.",
20 March 2020,Se7en Review,"I ask myself why Se7en is so great? The answer to that question is rather simple because it was directed by David Fincher, who is known for being a perfectionist. Se7en is one of a kind. With its unrelenting dark and gritty visuals, David Fincher beautifully employs the use of rain, the twisted legal system and gore to create something which was both thrilling and well written. This film has a fantastic cast. From Freeman's controlled performance playing Somerset who loves books to Pitt's angry follows his gut who loves a chase. Yes, their partnership is pretty cliched, but it's forgivable because both Pitt and Freeman do such a remarkable job playing these characters. Not to mention that ending which will play in my mind for days after watching-something I adore in a film.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
13 June 2021,Wow,"Wow these views are so old! Going back to 2002 how had these people reviewd this?
0 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
27 March 2004,Excellent Thriller with Great Character,"The establishing unit of Se7en suggest a standard entry into the cop genre. Summerset (Freeman) is tired of being a cop and of what he sees on the streets everyday. To top it off he has just been partnered with the new detective, and his replacement, Mills(Pitt), a know-it-all anxious to see some action. He even requires a metronome to fall asleep. Once the credit sequence starts, though, this movie is lifted much higher.

When they arrive at the first murder scene it appears that a morbidly obese man has eaten himself to death. Upon closer examination at an autopsy it is discovers that the man was forced at gunpoint and therefore murdered. Immediately there is a struggle for power between the two, Summerset telling the younger Mills that he is inexperienced and that it is to soon for him to be working a major murder case, thought at this point only by Summerset that it is the beginning of something more. He doesn't want it either but is stuck with it anyway.

Mills is instead handed the case of a murdered defense attorney. He gets there to find a pool of blood on the office carpet with the word ""Greed"" written with the same blood. Meanwhile, Summerset finds the word ""Gluttony"" written in grease behind the obese mans refrigerator. Thus begins the chase to find the man killing with the seven deadly sins.

The movie is dark. Very dark. If it weren't for DVD, Se7en would look like a giant black blur on home video. This is a very bold move on the part of David Fincher and Cinematographer Darius Khondji. Se7en needs to look this dark as it greatly improves the power of the visuals. The acting is superb, which brings be to the best parts of the film, the dialog scenes between Summerset and Mills. They give this movie a great sense of gusto with there quiet character moments. The time in between the murders, therefore, isn't wasted, making for a much more fulfilling experience.

Se7en is a great film with a climax that will stay in you head for days, and characters that you remember long after the shock is over.",
17 September 2021,Best thriller ever,"This film is a must! It is the perfect mix between suspense, drama and action.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
